videoId,publishedAt,videoTitle,tags,view_count
T5LB8BjFxUw,2018-01-01T08:30:04Z,"Brazilian Food Tour 🇧🇷 | 12 Must‑Try Dishes in Rio and São Paulo – Churrasco, Feijoada, Brigadeiro","brazilian food,brazil food guide,brazil food,brazilian cuisine,brasil food,cuisine of brazil,cuisine of brasil,what to eat in brazil,food of brazil,sao paulo food,brazil food compilation,food of brasil,rio food,brazilian,food guide,rio de janeiro food,brazil,food compilation,sao paulo restaurants,sao paulo eats,são paulo eats,são paulo food,rio eats,rio de janeiro eats,brazilian restaurant,rio de janeiro restaurants,food,travel,brasil,eats,video",230927
aUxuNcW6Zoo,2017-12-15T11:00:01Z,Nepal Travel Video ( नेपाल यात्रा भिडियो) - A Visual Journey (Cinematic B-Roll),"nepal,nepal travel video,nepal travel,visual journey,नेपाल यात्रा भिडियो,नेपाल,kathmandu travel video,nepal video,नेपाल यात्रा,kathmandu nepal,नेपाल पर्यटन,pokhara nepal,kathmandu,pokhara,kathmandu travel,pokhara travel,pokhara travel video,kathmandu video,pokhara video,visit nepal,पोखरा,visit kathmandu,visit pokhara,काठमाडौं,pokhara boat ride,Phewa Lake,pokhara hike,Swayambhunath,फेवा ताल,Durbar,travel,visual,cinematic,visuals,nepali,food,vlog,b-roll",61222
CKjxKmgRzNs,2017-12-01T18:00:01Z,"Visit MACAU City Guide | What to SEE, DO & EAT in MACAU Travel Tips (澳門 - 澳门)","macau city guide,macau travel tips,macau city,macau,macau casinos,macau travel,macau attractions,Macau day trip,macau transportation,macau street food,macau prices,macau travel advice,macanese food,macau on a budget,macau museums,macau restaurants,macau hotels,macau food,macau architecture,Hong Kong to Macau,macau free things to do,macau things to do,macau expenses,Hong Kong day trip,macau free attractions,澳門,澳门,Taipa,氹仔島,Senado Square,氹仔岛,sar",9815
lNN67sVLq_Y,2017-11-01T18:00:04Z,"25 BEST Things to Do in HONG KONG 🇭🇰 | Complete Hong Kong Travel Guide, Food, Tips & Costs","hong kong city guide,hong kong city,hong kong,hong kong travel tips,香港,hong kong travel,hong kong attractions,hong kong hotels,hong kong transportation,hong kong travel advice,hong kong on a budget,hong kong museums,hong kong restaurants,hong kong dim sum,hong kong nightlife,hong kong architecture,hong kong things to do,hong kong expenses,hong kong prices,hong kong free attractions,hong kong free things to do,travel,food,dim sum,star ferry,peak,tram,hk",16975
MOZBq66W5JE,2017-10-18T21:30:01Z,"Visit TAIPEI City Guide | What to SEE, DO & EAT in Taipei, Taiwan Travel Tips (臺北市)","taipei city guide,taipei travel tips,taipei city,taipei,臺北市,taiwan,taiwan travel tips,taipei travel,taiwan travel,taipei expenses,taipei attractions,taipei travel advice,taipei night markets,taipei restaurants,taipei prices,taipei street food,taiwanese street food,taipei nightlife,taipei things to do,taipei on a budget,taiwan street food,taipei free attractions,taipei hotels,taipei transportation,taiwan things to,taipei museums,taipei architecture",10273
ROOWfxFFYQM,2017-09-24T06:00:00Z,Austria (Tirol Österreich) Travel Video - A Visual Journey (Cinematic B-Roll),"Austria,Tirol,Austria travel,Tirol travel,Tyrol travel,Tirol Travel Video,Austria Travel Video,Tirol Austria,Tirol Österreich,Tyrol Austria,Tyrol,Austria Tirol,Tyrol things to do,Tirol tourism,Österreich,Tyrol tourism,Austria things to do,Tirol things to do,Austria tourism,Austrian,Alpbachtal,cinematic,b-roll,Alpbach,Austria attractions,Tirol attractions,Austria cow parade,Tirol cow parade,Austria hiking,Austrian food,Visual Journey,travel,alps,hiking",43214
kXL-TB3D3AQ,2017-04-10T15:30:01Z,"Peru Food Tour: MUST-TRY Peruvian Street Food & Traditional Dishes in Lima, Cusco, & the Amazon!","Peru Food Guide,Peruvian Food Guide,Peruvian Food,Peru Food,Peruvian Cuisine,eating peruvian food,Peru Cuisine,food of peru,peruvian food compilation,trying peruvian food,peruvian food tour,try peruvian food,peruvian food in peru,peru food compilation,peruvian food and culture,gastronomía del Perú,peruvian gastronomy,food guide,cocina peruana,comida peruana,Peruvian eats,peruvian restaurant,food comilation,peru,lima peru,lima,food,travel,eat,Taste",14686
7AwNf2X33_k,2017-04-10T15:30:01Z,"ULTIMATE SEOUL FOOD TOUR 🇰🇷: Must-Try Korean Foods & Restaurants (Street Eats, Barbecue & More!)","Korean Cuisine,Korean Food,seoul food guide,Food Guide to South Korea,Korea Food Guide,Korean Food Guide,Korea Food,korea cuisine,seoul eats,seoul food,South Korean Food,seoul restaurant,South Korea Food,korean food challenge,korean food documentary,Korean Food Review,trying Korean Food,Korean Food Taste Test,korean food eating,Korean Food Compilation,eating korean food,seoul food tour,People Try Korean Food,korean meal,seoul meal,food,travel,eat",56228
qL13lvgyGJk,2017-04-10T15:30:01Z,Ultimate ARGENTINIAN FOOD Guide 🇦🇷 | 12 Must‑Try Dishes in Buenos Aires & Beyond in Argentina,"Argentinian Cuisine,Argentine Cuisine,Argentine Food,Argentina Food,Argentina Food Guide,Argentinian Food,Argentinian Food Guide,Argentine Food Guide,food of argentina,food guide argentina,Argentina meals,argentina food review,Buenos Aires meals,Buenos Aires food,Argentina eats,argentina,Argentine eats,Argentinian eats,comida argentina,argentina what to eat,Argentinian Restaurant,gastronomía de Argentina,cocina argentina,argentine,cuisine,food,Travel",64813
lQQxM9hMwKE,2017-04-10T15:30:01Z,"Ultimate Peru Travel Guide 🇵🇪 | Machu Picchu, Inca Trail, Cusco, Lima, Amazon & Lake Titicaca!","Peru,Peru Travel Guide,Peru Travel,Things to do in Peru,peru guide,Visit Peru,Best things to do in Peru,Peru attractions,Peru things to do,Peru tourism,peru tour guide,Peru trip,Peru what to do,Peru places to go,Peru must see,peru places to visit,Perú,Perú turismo,Peru itinerary,Peru tour,Peru food,Lima,Perú guia turistica,travel guide,Machu Picchu,Peruvian food,Cusco,Peru restaurants,Peruvian restaurants,Inca Trail,Peruvian,travel,guide,Food",185959
HWgX0mggBxo,2017-04-10T15:30:00Z,Seoul Korean Food Tour 🇰🇷 | 11 Must‑Try Dishes & Street‑Food Compilation (Noryangjin → Namdaemun),"Korean Food,Korean Food Guide,Korea Food,Korea Food Guide,South Korean Food,South Korea Food,Korean Cuisine,korean food challenge,korean food documentary,korean food eating,eating korean food,korea cuisine,seoul food,food of south korea,seoul eats,seoul restaurant,seoul food tour,seoul food guide,korean meal,cuisine of korea,seoul meal,korean street food,korean eats,seoul street food,korean barbecue,korean markets,korean,food,travel,cuisine,eat",13803
KVFMaT1_tf0,2017-04-10T15:30:00Z,ULTIMATE Argentina Food Tour 🇦🇷 | Iconic Street Foods & Best Restaurants in Buenos Aires & Beyond,"Argentina Food,Argentina Food Guide,Argentine Food Guide,Argentinian Food Guide,Argentine Cuisine,Argentine Food,Argentinian Food,best food in argentina,Argentinian Cuisine,argentine food compilation,argentina food compilation,argentinian food compilation,Argentinian eats,Argentine Restaurant,Argentinian Restaurant,Argentina meals,Buenos Aires food,Argentina eats,Argentine eats,gastronomía de Argentina,comida argentina,cocina argentina,cuisine,food,Eat",24938
vUwC10DOSG0,2017-04-10T15:26:10Z,"Ultimate Taipei Food Tour 🇹🇼 | Best Street Eats, Night Markets & Iconic Taiwanese Dishes","taiwanese food,taiwanese food guide,臺灣菜,taiwanese food compilation,taiwan food compilation,food compilation taiwan,taiwan food,taipei food guide,taipei taiwan food,taipei food,taipei taiwan,taiwanese street food,taiwanese cuisine,taiwan street food,taiwanese food review,what to eat in taiwan,taipei streed food,臺灣料理,what to eat in taipei,taipei food review,taiwan what to eat,food compilation,food review,taiwan,taipei,food,travel,Táiwāncài,taiwanese,Vlogs",151395
kCZtPpvFT1U,2017-04-10T14:00:04Z,Ultimate Malaysian Street Food Tour in Kuala Lumpur 🇲🇾 | Must-Eat Malaysian Dishes at Night Markets,"Malaysian Food Guide,Malaysia Food Guide,Malaysian food,Malaysian cuisine,Malaysia eats,Malaysia cuisine,malaysian food introduction,malaysian cuisine introduction,Malaysian restaurant,Malaysia restaurant,Malaysian Food Tour,Kuala Lumpur Malaysia,Kuala Lumpur restaurant,Malaysia Food,Malaysian eats,Kuala Lumpur Food Tour,Nasi Lemak,Kuala Lumpur food,Laksa,Kuala Lumpur eats,Malaysian street food,Kuala Lumpur street food,food,Malaysia,Kuala Lumpur,kL",217154
pWH_R5ca-k4,2017-04-10T13:30:02Z,"Visit Chile Travel Guide 🇨🇱Best Things to Do in Santiago, Valparaiso, Easter Island & Atacama Desert","Chile,Visit Chile,Chile Travel Guide,Chile Travel,Things to do in Chile,Best things to do in Chile,chile places to visit,chile guide,chile things to do,chile travel video,Chile attractions,chile what to do,travel guide chile,chile videos travel,chile must see,visiting chile,chile itinerary,chile tourism video,guide chile,chile trip,guide,chile tourism,Chile food,chile turismo,santiago,chile guia turistica,chilean food,Chilean,travel,food,Tourism",31530
BkGhd3lvb0c,2017-04-10T01:30:00Z,"Peruvian Food Guide 🇵🇪 | Best Local Eats in Lima & Cusco (Chifa, Alpaca, Ají de Gallina & More!)","Peruvian Cuisine,Peru Cuisine,Peruvian Food Guide,Peru Food Guide,Peruvian Food,Peru eats,Peruvian eats,Lima eats,peruvian gastronomy,gastronomía del Perú,Peru Food,cocina peruana,comida peruana,lima peru,Lima food,cusco restaurants,Lima cuisine,Pisco Sour,cusco food,cusco eats,peruvian restaurant,lima restaurant,Chifa,Alpaca,Bembos,restaurants in lima,cusco peru,Lomo Saltado,Ají de Gallina,Ocopa,Salchipapas,Parrilla,lima,peru,cusco,ceviche,eat",22773
6hRbIt6qbVc,2017-03-15T00:00:01Z,"Argentina Travel Guide 🇦🇷 | Top Things to Do in Buenos Aires, Salta, Cachi, Cafayate & Córdoba!","Argentina,Argentina Travel Guide,Visit Argentina,Argentina guide,Things to do in Argentina,Argentina Travel,Argentina tour guide,Argentina things to do,Argentina tourism,travel guide argentina,Best things to do in Argentina,Argentina itinerary,Argentina what to do,Argentina trip,argentina places to visit,Argentina must see,Argentina food,Argentina attractions,travel guide,argentina turismo,argentina guia turistica,Argentine food,Argentinian food,Travel",38405
JYg-VMkxWGY,2017-02-13T09:00:03Z,Portuguese Cuisine - An introduction to Portuguese food guide,"Portuguese food,Portuguese cuisine,Portugal cuisine,Portuguese Food Guide,Portuguese Food Tour,Portugal Food,Portugal Food Guide,eating portuguese food,what to eat in portugal,Portuguese eats,Best portuguese foods,food of portugal,portuguese dishes,best of portuguese food,Portuguese salmon,Portugal eats,Portuguese tarts,Portugal restaurants,Lisbon restaurant,food,cuisine,Portugal fish,Portuguese fish,Bacalhau,Portugal,pastel de nata,pasteis de Belem",66002
pYwQ0-id1Yo,2017-02-01T00:00:01Z,Visit SPAIN Travel Guide | Best things to do in Spain,"Spain,Spain Travel Guide,Visit Spain,Things to do in Spain,Spain Travel,Best things to do in Spain,Spain guide,Spain itinerary,España turismo,Spain food,Spain attractions,Spain eats,Spanish food,Barcelona,España guia turistica,Madrid,España,Spain tourism,Spain things to do,Spain must see,spain culture,Spain restaurants,Spain trip,Barcelona travel,Toledo,Spanish,Spanish culture,Spain what to do,travel,Spanish restaurants,Madrid travel,food,best of",23755
D_QlGiPlA1U,2017-01-09T22:00:00Z,"Visit METEORA Travel Guide | What to SEE, DO & EAT in Meteora, Greece","Meteora,Visit Meteora,Meteora Greece,Travel Greece,Greece Travel,Greece,hiking in Meteora,Meteora hiking,Meteora caves,Meteora travel guide,meteora travel,meteora monasteries,Things to do in Meteora,meteora greece city in the sky,Touring Meteora,meteora monasteries greece,meteora grecia,meteora climbing,meteora greece hd,Greek Monasteries,meteora documentary,travel,adventure travel,outdoors,Grand Meteoron,landscape,Climbing,cave prison",14009
m0IjyiAYQjE,2017-01-04T23:00:02Z,KYRGYZSTAN Travel Guide | Best Things to do in Kyrgyzstan,"Kyrgyzstan,Kyrgyzstan travel guide,Things to do in Kyrgyzstan,Kyrgyzstan Travel,Travel Kyrgyzstan,kyrgyzstan guide,Киргизия,Кыргызстан,Kyrgyzstan Trip,Visit Kyrgyzstan,travel guide kyrgyzstan,kyrgyzstan things to do,travel guide,kyrgyzstan places to visit,Kyrgyzstan Tourism,Kyrgyzstan horse trekking,Kyrgyzstan adventure travel,Bishkek City Guide,Kyrgyz Food,Kyrgyzstan hiking,Bishkek Travel,Kyrgyzstan Food,Бишкéк,Каракол,Bishkek,Kyrgyz Cuisine,karakol,trip",128886
drWIXdRsKmo,2016-12-31T22:00:03Z,"Ultimate Lombardy Food Tour 🇮🇹  | Milan Breakfast, Risotto alla Milanese, Aperitivo, Bresaola","Italian Cuisine,Italy Food Guide,Italy Food,Lombardy Food,Italian Food,Lombardia Food,Best Italian Food,What to eat in Italy,Chiavenna food,Italian restaurant,Bergamo food,Italian cafe,Milan food,food in Milan,Lombardy,Milan restaurants,restaurants in Milan,Italian breakfast,Italian cooking class,Risotto alla Milanese,Aperitivo,Milan nightlife,Dì de la Bresaola,Italy,Milan,Lombardia,Chiavenna,Gelato,Pizza al taglio,Italian pizza,Polenta e osei",19211
QrqUP-MCeeU,2016-12-27T22:00:01Z,Romanian Food: An Introduction to Romanian Cuisine,"Romanian Food,Romanian Cuisine,Romanian Dishes,Romanian Meals,Traditional Romanian Food,favorite Romanian food,best Romanian food in Bucharest,Romanian food taste test,Brasov restaurants,restaurants in Brasov,Food in Romania,Romania restaurants,Traditional Romanian Cuisine,Romania Food,Romania Cuisine,Romania Food Guide,What to eat in Romania,Romania,La Plăcinte,Halva,Moldavian Pie,Polenta,Transylvania,afinata,Cotlet Dracula,Dracula Pork,food,travel,vlog",92938
YnejGt-_aZs,2016-12-19T22:00:00Z,Irish Cuisine: An introduction to Irish food in Ireland and Northern Ireland,"Irish Cuisine,Irish Food,Ireland Food,Northern Ireland Food,Irish Food Guide,Ireland Food Guide,What to eat in Ireland,Irish restaurants,Northern Ireland Food Guide,Northern Irish Food,Irish dishes,Irish meals,Irish breakfast,Irish pubs,Dublin,Belfast,Oldest Pub in Dublin,The Brazen Head,Oldest Pub in Ireland,Irish Stew,Irish Stew Taste Test,Irish Coffee,Irish coffee taste test,Irish Whiskey,Baileys Coffee,ulster fry up,Belfast breakfast,food",44674
KTgkKcDGXK4,2016-12-09T22:00:00Z,"Visit BRUGES City Travel Guide | What to SEE, DO & EAT in Bruges, Belgium","Bruges,Bruges City Guide,Bruges Belgium,Belgium,Travel Belgium,Visit Bruges,Visit Belgium,Things to do in Bruges,Bruges attractions,Bruges food,Bruges street food,Belgian street food,Belgian waffles,Belgian choclates,Must see Bruges,Bruges travel,Bruges travel guide,In Bruges,Belgian food,Belgian cuisine,Belgian Fries,eating Belgian chocolates,Belgian waffles taste test,What to eat in Bruges,travel,food,vlog,tour",37945
oEdDC9qJMDo,2016-11-19T22:00:01Z,Spanish Cuisine: Madrid Food Guide,"Spanish Cuisine,Spanish Food,Madrid Food Guide,Madrid food,Spanish restaurants,Madrid restaurants,restaurants in Madrid,Spain food,food in Spain,Paella taste test,Paella,Paella in Madrid,Churros taste test,Porras taste test,Churros in Madrid,Eating Tortilla de Patatas,Tortilla De Patatas,Spanish Tortilla,Tortilla Española,Fideuà,What to eat in Madrid,Spanish street food,Spanish Dessert,cafe in Madrid,Porras,Madrid,Madrid Spain,Spain,food,vlog",24441
ndtBpBWEdEs,2016-11-13T05:00:01Z,Bishkek Apartment Tour in Kyrgyzstan,"Bishkek apartment tour,Bishkek apartment,apartment in Bishkek,Bishkek,Kyrgyzstan,Kyrgyzstan apartment,apartment in Kyrgyzstan,Kyrgyz apartment,Kyrgyz apartment in Bishkek,Bishkek Apartment Tour in Kyrgyzstan,breakfast in Bishkek,home in Bishkek,tour around our apartment in Bishkek,Kyrgyz breakfast,What is an apartment like in Bishkek,apartment tour,typical apartment in Bishkek,Kyrgyzstan breakfast,apartment,Bishkek old apartment,Бишкéк,Кыргызстан,Киргизия,tour",28679
N7QzfrcAP5Q,2016-06-20T12:00:00Z,"Visit BERLIN City Guide | What to SEE, DO & EAT in Berlin, Germany","Berlin,Visit Berlin,Berlin Travel Guide,Berlin city,Berlin travel,Berlin City Guide,Berlin food,travel in Berlin,Things to do in Berlin,Berlin documentary,Berlin Germany,Berlin attractions,Berlin Tourism,Exploring Berlin,Berlin restaurants,Berlin shopping,Berlin Wurst,Berlin nightlife,What to see in Berlin,Germany,Berlin museums,Germany Cuisine,German Food (Cuisine),Things to do in Germany,Currywurst,Mauerpark,Friedrichshain,Tiergarten,Brandenburg,Wall",47653
bgC5OqQAv8A,2016-05-01T12:30:00Z,"Visit LONDON City Guide | What to SEE, DO & EAT in London, England","London City Guide,city guide london,Visit London,Things to do in London,visit london city guide,London,london city video guide,london guide,London City,London travel guide,London England,London travel,guide london,london england travel guide,london england guide,England,travel in London,london city tour,London food,London Museums,London tourism,English Cuisine,London attractions,London restaurants,Trafalgar Square,London tour,London Eye,big Ben",263368
QQOgEUZrPPU,2016-04-15T11:00:00Z,"Visit WARSAW City Guide | What to SEE, DO & EAT in Warsaw, Poland","Warsaw,Visit Warsaw,Warsaw Travel Guide,Warsaw City Guide,Things to do in Warsaw,What to do in Warsaw,Warsaw Poland,Warsaw documentary,Places to visit in Warsaw,warsaw what to eat,Warsaw attractions,warsaw what to see,warsaw eats,warsaw what to do,warsaw things to do,what to eat in warsaw,Warsaw food,Warsaw Tourism,Warsaw Museums,Warsaw Tour,Warsaw Restaurants,travel in Warsaw,Poland,Warszawa,travel,Bigos,Things to do in Poland,Food,pierogi,milk bar",13399
H_7sP85gInk,2016-02-15T14:00:00Z,"Visit MADRID City Guide | What to SEE, DO & EAT in Madrid, Spain","Visit Madrid,Madrid Travel Guide,Madrid City Guide,travel in Madrid,Madrid,Madrid Spain,Madrid Travel,Things to do in Madrid,What to do in Madrid,Madrid Tourism,Madrid attractions,Madrid at night,Spanish culture,Madrid Food,Places to visit in Madrid,Madrid Restaurants,Madrid Nightlife,Madrid Museums,Spain,Spanish cuisine,Spanish food,Palacio Real de Madrid,Teleférico,Museo del Prado,Gazpacho,Real Madrid,travel,Madrid Tour,Things to do in Spain,food",27911
3bPjUzwo378,2016-02-01T15:00:00Z,"Visit PARIS City Guide | What to SEE, DO & EAT in Paris, France","visit Paris,Paris Travel Guide,Paris,Paris City Guide,Paris France,Paris shopping,travel in Paris,What to do in Paris,Paris tourism,Paris architecture,Things to do in Paris,Paris street food,Paris Museums,Paris restaurants,Paris attractions,exploring Paris,Paris food,Paris documentary,picnic in Paris,Paris travel,Paris nightlife,French culture,Eiffel Tower,French cuisine,Things to do in France,France,French food,Notre-Dame,Versailles,Louvre,food",45232
JWZsuCmK5qM,2016-01-07T15:00:00Z,"Visit ATHENS City Guide | What to SEE, DO & EAT in Athens, Greece","Visit Athens,Athens travel guide,Athens,travel in Athens,Athens travel,Athens City Guide,Athens Greece,Things to do in Athens,Athens Nightlife,What to do in Athens,Athens Museums,Athens attractions,Athens restaurants,Athens food,Athens Tourism,Athens Flea Market,Athens street food,Athens shopping,Greece,Parthenon,Temple of Zeus,Olympia,Gyro,Greek Street Food,Agora,Acropolis,Greek Salad,Greek Cuisine,Greek Food,Things to do in Greece,Food,travel,Vlog",31404
14ytyNQeF5E,2015-11-15T02:00:00Z,Peruvian Cuisine: Lima Food Guide,"Peruvian cuisine,Peruvian food,Lima Food Guide,peruvian food taste test,Lima,Peru travel guide,best peruvian food,peruvian food taste,peruvian food is the best,What to eat in Lima,Peruvian street food,Lima Street Food,What to eat in Peru,trying peruvian food,Peru street food,comida peruana,eating peruvian food,Peru Food,Lima Food,cocina peruana,travel,Alfajores,Churros,Turrón,Peru,Ceviche,Peruvian breakfast,Pisco Sour,Doña Pepa,Chica Morada,Food",19909
9XlE331YbPk,2015-10-31T11:10:39Z,South African Cuisine: An Introduction to South African Food Guide,"South African Cuisine,South African Food,South Africa food,What to eat in South Africa,South Africa,South Africa food guide,south african cuisine dishes,south african food tour,south african cuisine food,food of south africa,South Africa braai,south african food and culture,African Food,South African snacks,braai in South Africa,south african,eating south african food,South African Wine,South African food taste test,trying South African food,food,Travel",92043
82BNjdQggYk,2015-10-15T05:30:01Z,"Visit LIMA City Guide | What to SEE, DO & EAT in Lima, Peru","Visit Lima Travel Guide,Lima Travel Guide,Lima travel,Lima Peru,Lima City,Lima City Guide,Lima Food,Lima Food Guide,Lima attractions,visit Lima,visiting Lima,Lima,Peru,exploring Lima,What to do in Lima,Peruvian Cuisine,Peruvian Food,Cocina Peruana,Comida Peruana,Lima Tourism,Lima City Tour,Food in Lima,Lima food and travel guide,Lima Miraflores,Ceviche in Lima,Lima street food,Street food in Peru,Peruvian Street Food,travel,Lima guide,fun",15546
h3lBFKjnEV8,2015-09-15T11:00:00Z,"Visit NEW YORK City Guide | What to SEE, DO & EAT in New York, USA","visit New York City,New York City Travel Guide,New York City,NYC,New York,New York City attractions,Things to do in America,travel in New York City,New York City Museums,New York City food,New York City nightlife,New York City Guide,exploring New York City,New York City travel,What to do in New York City,New York City tourism,New York City shopping,NYC travel,America,United States,Statue of Liberty,Brooklyn Bridge,TImes Square,Central Park,travel,food",91392
GdKpeuM2POA,2015-08-30T06:11:37Z,Things to do in South Africa | Top Attractions Travel Guide To South Africa,"South Africa travel guide,Things to do in South Africa,South Africa,travel in South Africa,South Africa travel,South Africa attractions,travel guide south africa,visit South Africa,travel south africa,exploring South Africa,South Africa Tourism,What to do in South Africa,South Africa trip,South Africa Documentary,South African Food,South Africa safari,South Africa Food,South African culture,Cape Town,Kruger National Park,travel,South African Cuisine,Food",44422
1pmkVCsEL0Y,2015-08-16T01:00:00Z,"Visit QUEBEC CITY Guide | What to SEE, DO & EAT in Quebec City, Canada","Quebec City,travel in Quebec,attractions in Quebec City,Quebec City attractions,visit Quebec,Things to do in Quebec City,Quebec attractions,What to do in Quebec City,Quebec City tourism,Quebec City museums,Quebec City shopping,Quebec Winter Carnival,Canadian culture,Canada,Things to do in Canada,Quebec,Plains of Abraham,travel,Citadelle,Chateau Frontenac,Quartier Petit Champlain,Québec,Ville de Québec,CARNAVAL DE QUÉBEC,Hôtel de Glace,Ice Hotel,Dufferin",21088
